name,latitude,longitude,iata
Mayne Island Seaplane Base,48.852241,-123.301982,YAV
Bella Bella/Shearwater Seaplane Base,52.150002,-128.08299,YSX
Ganges Seaplane Base,48.8545,-123.4969,YGG
Hartley Bay Seaplane Base,53.416698,-129.25,YTB
Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,YZA
Bella Bella (Campbell Island) Airport,52.185001,-128.156994,ZEL
Cherrabun Airport,-18.91777778,125.5377778,CBC
Alberni Valley Regional Airport,49.321899,-124.931,YPB
Bob Quinn Lake Airport,56.966702,-130.25,YBO
Tungsten (Cantung) Airport,61.95690155,-128.2030029,TNS
Tumbler Ridge Airport,55.02500153,-120.9349976,TUX
Williams Harbour Airport,52.567377,-55.784883,YWM
Postville Airport,54.9105,-59.78507,YSO
Black Tickle Airport,53.469836,-55.787501,YBI
Charlottetown Airport,52.765774,-56.11237,YHG
St. Lewis (Fox Harbour) Airport,52.372799,-55.673901,YFX
Port Hope Simpson Airport,52.52809906,-56.28609848,YHA
Rigolet Airport,54.17969894,-58.45750046,YRG
Kasongo-Lunda Airport,-6.468027,16.805012,KGN
Pweto Airport (New),-8.400768,28.926285,PWO
George T Lewis Airport,29.134095,-83.050783,CDK
Diavik Airport,64.51139832,-110.2890015,DVK
Doris Lake,68.12527466,-106.5852814,JOJ
Fairview Airport,56.08140183,-118.4349976,ZFW
Jasper-Hinton Airport,53.319199,-117.752998,YJP
Whatì Airport,63.13169861,-117.2460022,YLE
Drayton Valley Industrial Airport,53.26580048,-114.9599991,YDC
Fort McMurray / Mildred Lake Airport,57.05559921,-111.5739975,NML
Conklin (Leismer) Airport,55.695301,-111.278999,CFM
St. Paul Airport,53.993695,-111.377993,ZSP
Kavadja Airport,7.964938,23.526018,KWD
Taltheilei Narrows Airport,62.59809875,-111.5429993,GSL
Macmillan Pass Airport,63.18109894,-130.2019959,XMP
Great Bear Lake Airport,66.703053,-119.716816,DAS
Fort Mackay / Firebag,57.275833,-110.976666,YFI
Wekweètì Airport,64.190804,-114.077002,YFJ
Donnelly Airport,55.7094,-117.094002,YOE
Cheadle Airport,51.05749893,-113.6240005,TIL
Okoyo Airport,-1.448330045,15.07330036,OKG
Craig Seaplane Base,55.478802,-133.147995,CGA
Cape Gloucester Airport,-5.458965,148.432417,CGC
Casiguran Airport,16.1941,122.0651,CGG
Gahcho Kue,63.435198,-109.144812,GHK
Circle Hot Springs Airport,65.48549652,-144.6109924,CHP
Chomley Seaplane Base,55.217,-132.21,CIV
Laurie River Airport,56.24860001,-101.3040009,LRQ
Hatchet Lake Airport,58.66249847,-103.538002,YDJ
Kasba Lake Airport,60.29190063,-102.5019989,YDU
Fort Reliance Seaplane Base,62.7,-109.167,YFL
Cluff Lake Airport,58.39110184,-109.5159988,XCL
Knee Lake Airport,54.915298,-94.798103,YKE
Summer Beaver Airport,52.70859909,-88.54190063,SUR
Crooked Creek Airport,61.870315,-158.137636,CKD
Tisdale Airport,52.83670044,-104.0670013,YTT
Wapekeka Airport,53.8492012,-89.57939911,YAX
Wunnumin Lake Airport,52.893902,-89.2892,WNN
Opapimiskan Lake Airport,52.6067009,-90.37689972,YBS
North Spirit Lake Airport,52.49000168,-92.97109985,YNO
Crane Island Airstrip,48.5978,-122.9979,CKR
Cordova Municipal Airport,60.54389954,-145.727005,CKU
North of Sixty Airport,60.31639862,-103.1289978,YDW
Chicken Airport,64.066495,-141.951342,CKX
Nuevo Chaitén Airport,-42.781943,-72.834999,WCH
New Cametá Airport,-2.2468,-49.56,CMT
Caia Airport,-17.8331,35.3341,CMZ
Tangshan Sannühe Airport,39.7178,118.002625,TVS
Yuanmou Air Base,25.737499,101.882004,YUA
Zhangjiakou Ningyuan Airport,40.738602,114.93,ZQZ
Baoshan Yunrui Airport,25.053301,99.168297,BSD
Dazu Air Base,29.636227,105.773621,DZU
Lincang Boshang Airport,23.7381,100.025002,LNJ
Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,RKZ
Panzhihua Bao'anying Airport,26.54,101.79852,PZI
Zigong Fengming Airport,29.376484,104.625789,ZKL
Foshan Shadi Airport,23.0833,113.07,FUO
Bazhong Enyang Airport,31.73842,106.644872,BZX
Xinyang Minggang Airport,32.540819,114.079141,XAI
Huizhou Pingtan Airport,23.049999,114.599998,HUZ
Shangluo Airport,33.708533,110.249284,DFA
Shaoguan Danxia Airport,24.9786,113.420998,HSC
Jinggangshan Airport,26.856899,114.737,JGS
Baise Youjiang Airport,23.7206,106.959999,AEB
Lianyungang Huaguoshan International Airport,34.41406,119.17899,LYG
Dongying Shengli Airport,37.50859833,118.788002,DOY
Xingcheng Air Base,40.580328,120.700374,XEN
Altay Xuedu Airport,47.749886,88.085808,AAT
Tianshui Maijishan Airport,34.559399,105.860001,THQ
Zhangye Ganzhou Airport,38.801899,100.675003,YZY
Morin Dawa Banner Airport,48.38745,124.43127,DWS
Shijiazhuang Luancheng Airport,37.91305,114.59166,LCT
Wuhan Hannan Municipal Airport,30.25521,114.062805,WHN
Beijing Nanjiao Airport,39.48595,116.37236,NAY
Dandong Langtou Airport,40.0247,124.286003,DDG
Harbin Pingfang Airport,45.59886,126.65808,PFA
Penglai Shahekou Airport,37.80473,120.80954,PNJ
Binzhou Daguo Airport,37.61055,117.885699,CBZ
Rikaze Dingri Airport,28.604567,86.798,DDR
Tashikuergan Hongqilafu Airport,37.661333,75.288877,HQL
Jiande Qiandaohu General Airport,29.360905,119.180829,JDE
Zhaodong Beidahuang General Airport,46.12779,125.77354,HLJ
Taiyuan Yaocheng Airport,37.50312,112.424126,TYC
Orku Baikouquan Airport (under construction),46.018127,85.655293,WRH
Ruijin Airport,25.958108,116.078805,JRJ
Zhanjiang Wuchuan Airport,21.481667,110.590278,ZHA
Ali Pulan Airport,30.3975,81.138611,APJ
Zhaosu Tianma Airport,43.088477,81.223013,ZFL
Yinchuan Yueyahu Airport,38.588095,106.539788,YEH
Longchuan Guangsong Airport,24.26652,97.9048,LCS
Lanping Fenghua General Airport,26.64518,99.54419,LFH
Zhongshan Ferry Port,22.519296,113.361307,ZGN
Bozhou Airport (under construction),33.560777,115.911859,BZJ
Bailing Airport,41.656944,110.3125,BKV
"Bayinbuluke airport (under construction, location to be confirmed)",42.9766,83.9729,HJB
Otog Front Banner Oljoq Airport,38.1712,107.3905,OTQ
Qitai Jiangbulake Airport (under construction),44.166086,89.55014,JBK
Lishui Airport (under construction),28.3727,119.839,LIJ
Nanchang Yaohu Airport,28.700972,116.107694,YHJ
Otog Banner Wulan Airport,39.03139,107.98889,OTO
Nantong Xingdong International Airport,32.073566,120.980076,NTG
Bearskin Lake Airport,53.96559906,-91.02719879,XBE
Natuashish Airport,55.913898,-61.184399,YNP
White River Seaplane Base,48.6269,-85.223297,YWR
Parry Sound Area Municipal Airport,45.2575,-79.829697,YPD
Brockville - Thousand Islands Regional Tackaberry Airport,44.63940048,-75.75029755,XBR
Kingfisher Lake Airport,53.01250076,-89.8553009,KIF
Ogoki Post Airport,51.65859985,-85.90170288,YOG
Virgilio Barco Vargas (La Chorrera) Airport,-1.456361,-72.801086,LCR
Las Cruces Airport,7.38322,-73.505402,SNT
Tarapacá Airport,-2.895802,-69.749762,TCD
Bar River Airport,46.421233,-84.096478,YEB
Cape Orford Airport,-5.448333333,152.0819444,CPI
Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,45.173302,-80.137497,YSI
Poplar Hill Airport,52.1133,-94.2556,YHP
Keewaywin Airport,52.9911,-92.836403,KEW
Cóbano Airport,9.693365,-85.091216,ACO
Reef Hueston Helicopter Landing,53.823101,-126.172228,XVQ
Kirby Lake Airport,55.355598,-110.637001,KFM
Sable Island Landing Strip,43.930951,-59.996147,YSA
Lebel-sur-Quevillon Airport,49.03030014,-77.01719666,YLS
Snap Lake Airport,63.593601,-110.905998,YNX
La Sarre Airport,48.91719818,-79.1785965,SSQ
Chisasibi Airport,53.80559921,-78.91690063,YKU
Tête-à-la-Baleine Airport,50.67440033,-59.38359833,ZTB
Kégashka Airport,50.195801,-61.2658,ZKG
Chute-Des-Passes/Lac Margane Seaplane Base,49.9434,-71.138,YWQ
Carutapera Airport,-1.225365,-46.019057,CTP
Donaldson Airport,61.66220093,-73.3214035,YAU
La Romaine Airport,50.259553,-60.674357,ZGS
Fontanges Airport,54.55390167,-71.1733017,YFG
La Tabatière Airport,50.8307991,-58.9756012,ZLT
Culion Airport,11.8553,119.9378,CUJ
Hollister Municipal Airport,36.8932991,-121.4100037,HLI
Cape Vogel Airport,-9.67,150.0197222,CVL
Chitina Airport,61.582901,-144.427002,CXC
Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,GEC
Arctic Bay Airport,73.006101,-85.04616,YAB
Cat Lake Airport,51.7272,-91.824402,YAC
La Grande-3 Airport,53.57170105,-76.1964035,YAR
Fort Frances Municipal Airport,48.655749,-93.44349,YAG
La Grande-4 Airport,53.75469971,-73.6753006,YAH
Alert Bay Airport,50.582199,-126.916,YAL
Sault Ste Marie Airport,46.483216,-84.508467,YAM
Kasabonika Airport,53.52470016,-88.64279938,XKS
Kangirsuk Airport,60.027199,-69.999199,YKG
Attawapiskat Airport,52.927502,-82.4319,YAT
St. Anthony Airport,51.391909,-56.08321,YAY
Tofino / Long Beach Airport,49.079833,-125.775583,YAZ
Banff Airport,51.208222,-115.540624,YBA
Kugaaruk Airport,68.535711,-89.805508,YBB
Baie-Comeau Airport,49.1325,-68.204399,YBC
Bella Coola Airport,52.387501,-126.596001,QBC
Uranium City Airport,59.561401,-108.481003,YBE
Bonnyville Airport,54.304199,-110.744003,YBY
CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,YBG
Baker Lake Airport,64.29889679,-96.07779694,YBK
Campbell River Airport,49.950802,-125.271004,YBL
Tadoule Lake Airport,58.706308,-98.511057,XTL
Brandon Municipal Airport,49.91,-99.951897,YBR
Brochet Airport,57.8894,-101.679001,YBT
Berens River Airport,52.358898,-97.018303,YBV
Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,YBX
Cartwright Airport,53.682501,-57.042303,YRF
Cambridge Bay Airport,69.10810089,-105.1380005,YCB
Cornwall Regional Airport,45.092637,-74.567724,YCC
Nanaimo Airport,49.05497,-123.869863,YCD
Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,YCE
Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,YCG
Miramichi Airport,47.007801,-65.449203,YCH
Chatham Kent Airport,42.3064003,-82.08190155,XCM
Charlo Airport,47.990799,-66.330299,YCL
Cochrane Airport,49.10559845,-81.01360321,YCN
Kugluktuk Airport,67.816408,-115.14307,YCO
Chetwynd Airport,55.68719864,-121.6269989,YCQ
Cross Lake (Charlie Sinclair Memorial) Airport,54.609758,-97.762442,YCR
Chesterfield Inlet Airport,63.346901,-90.731102,YCS
Coronation Airport,52.07500076,-111.4449997,YCT
Chilliwack Airport,49.153157,-121.939309,YCW
Clyde River Airport,70.486099,-68.516701,YCY
Fairmont Hot Springs Airport,50.331052,-115.873739,YCZ
Dawson City Airport,64.04309845,-139.128006,YDA
Burwash Airport,61.371101,-139.041,YDB
Deer Lake Airport,49.2108,-57.391399,YDF
Dease Lake Airport,58.422199,-130.031998,YDL
Ross River Airport,61.97060013,-132.4230042,XRR
Dauphin Barker Airport,51.1008,-100.052002,YDN
Dolbeau-Saint-Felicien Airport,48.7785,-72.375,YDO
Nain Airport,56.550778,-61.682224,YDP
Dawson Creek Airport,55.741245,-120.183263,YDQ
Edmonton International Airport,53.3097,-113.580002,YEG
Arviat Airport,61.0942,-94.070801,YEK
Elliot Lake Municipal Airport,46.35139847,-82.56140137,YEL
Manitoulin East Municipal Airport,45.842435,-81.857595,YEM
Estevan Airport,49.21030045,-102.9660034,YEN
Fort Severn Airport,56.018902,-87.676102,YER
Edson Airport,53.57889938,-116.4649963,YET
Eureka Airport,79.99469757,-85.81420136,YEU
Inuvik Mike Zubko Airport,68.30419922,-133.4830017,YEV
Amos/Magny Airport,48.563903,-78.249702,YEY
Fort Albany Airport,52.203451,-81.695194,YFA
Iqaluit Airport,63.756402,-68.555801,YFB
Fredericton Airport,45.8689003,-66.53720093,YFC
Forestville Airport,48.74610138,-69.09719849,YFE
Fort Hope Airport,51.561901,-87.907799,YFH
Mont-Tremblant International Airport,46.409401,-74.779999,YTM
Flin Flon Airport,54.678101,-101.681999,YFO
Fort Resolution Airport,61.18080139,-113.6900024,YFR
Fort Simpson Airport,61.7602005,-121.2369995,YFS
Makkovik Airport,55.077335,-59.187942,YMN
Texada Gillies Bay Airport,49.694341,-124.518099,YGB
Fort Good Hope Airport,66.240658,-128.647757,YGH
Kingston Norman Rogers Airport,44.2253,-76.596901,YGK
La Grande Rivière Airport,53.62530136,-77.70420074,YGL
Gimli Industrial Park Airport,50.62810135,-97.04329681,YGM
Gods Lake Narrows Airport,54.55768,-94.490061,YGO
Michel-Pouliot Gaspé Airport,48.774915,-64.481893,YGP
Geraldton Greenstone Regional Airport,49.77830124,-86.93939972,YGQ
Îles-de-la-Madeleine Airport,47.425242,-61.778612,YGR
Igloolik Airport,69.3647,-81.816101,YGT
Havre-Saint-Pierre Airport,50.281898,-63.611401,YGV
Kuujjuarapik Airport,55.2818985,-77.76529694,YGW
Gillam Airport,56.35712,-94.711504,YGX
Grise Fiord Airport,76.425823,-82.908583,YGZ
Quaqtaq Airport,61.046398,-69.617798,YQC
Hudson Bay Airport,52.81669998,-102.310997,YHB
Vancouver Harbour Water Aerodrome,49.291265,-123.11717,CXH
Dryden Regional Airport,49.831699,-92.744202,YHD
Hope Airport / FVRD Regional Airpark,49.368865,-121.49495,YHE
Hearst René Fontaine Municipal Airport,49.71419907,-83.68609619,YHF
Nemiscau Airport,51.691101,-76.135597,YNS
Ulukhaktok Holman Airport,70.762802,-117.806,YHI
Gjoa Haven Airport,68.635597,-95.849701,YHK
John C. Munro Hamilton International Airport,43.17359924,-79.93499756,YHM
Hornepayne Municipal Airport,49.19309998,-84.7589035,YHN
Hopedale Airport,55.448757,-60.228124,YHO
Chevery Airport,50.468322,-59.637823,YHR
Haines Junction Airport,60.7892,-137.546005,YHT
Montréal / Saint-Hubert Airport,45.51750183,-73.41690063,YHU
Hay River / Merlyn Carter Airport,60.83969879,-115.7829971,YHY
Halifax / Stanfield International Airport,44.88079834,-63.50859833,YHZ
Atikokan Municipal Airport,48.77389908,-91.63860321,YIB
Digby / Annapolis Regional Airport,44.54584504,-65.78542471,YDG
St Augustin Airport,51.2117,-58.658298,YIF
Ivujivik Airport,62.417301,-77.925301,YIK
Pond Inlet Airport,72.689494,-77.968941,YIO
Island Lake Airport,53.85720062,-94.6536026,YIV
Jasper Airport,52.996418,-118.060233,YJA
Fort Liard Airport,60.2358017,-123.4690018,YJF
St Jean Airport,45.29439926,-73.28109741,YJN
Dymond Airport,48.544201,-58.549999,YJT
Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,YKA
Collins Bay Airport,58.23609924,-103.6780014,YKC
Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,LAK
Region of Waterloo International Airport,43.4608,-80.378601,YKF
Kangiqsujuaq (Wakeham Bay) Airport,61.5886,-71.929398,YWB
Key Lake Airport,57.2560997,-105.6179962,YKJ
Schefferville Airport,54.80530167,-66.80529785,YKL
Kincardine Municipal Airport,44.201401,-81.606697,YKD
Akulivik Airport,60.8186,-78.148598,AKV
Waskaganish Airport,51.473301,-78.758301,YKQ
Kirkland Lake Airport,48.21030045,-79.98139954,YKX
Kindersley Airport,51.51750183,-109.1809998,YKY
Aupaluk Airport,59.2967,-69.599701,YPJ
Lac La Biche Airport,54.77030182,-112.0319977,YLB
Kimmirut Airport,62.848253,-69.877853,YLC
Chapleau Airport,47.81999969,-83.34670258,YLD
Lansdowne House Airport,52.195599,-87.934196,YLH
Meadow Lake Airport,54.12530136,-108.5230026,YLJ
Lutselk'e Airport,62.417823,-110.682793,YSG
Lloydminster Airport,53.3092,-110.072998,YLL
La Tuque Airport,47.40969849,-72.78890228,YLQ
Leaf Rapids Airport,56.51330185,-99.98529816,YLR
Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,YLK
Alert Airport,82.517799,-62.280602,YLT
Kangiqsualujjuaq (Georges River) Airport,58.711399,-65.992798,XGR
Kelowna International Airport,49.9561,-119.377998,YLW
Chatham Seaplane Base,57.5149,-134.945999,CYM
Mayo Airport,63.61640167,-135.8679962,YMA
Matane Airport,48.85689926,-67.45330048,YME
Manitouwadge Airport,49.08390045,-85.86060333,YMG
Mary's Harbour Airport,52.302837,-55.847433,YMH
Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.33029938,-105.5589981,YMJ
Charlevoix Airport,47.59749985,-70.22389984,YML
Fort McMurray Airport,56.65330124,-111.2220001,YMM
Moosonee Airport,51.29109955,-80.60780334,YMO
Chapais Airport,49.77190018,-74.52809906,YMT
Umiujaq Airport,56.536098,-76.518303,YUD
Maniwaki Airport,46.2728,-75.990601,YMW
Montreal International (Mirabel) Airport,45.679501,-74.038696,YMX
Natashquan Airport,50.190114,-61.78898,YNA
Wemindji Airport,53.010601,-78.8311,YNC
Ottawa / Gatineau Airport,45.521702,-75.563599,YND
Norway House Airport,53.958302,-97.8442,YNE
Hudson's Hope Airport,56.035142,-121.978326,YNH
Langley Airport,49.1008,-122.630997,YLY
Points North Landing Airport,58.27669907,-104.0820007,YNL
Matagami Airport,49.76169968,-77.80280304,YNM
Fort Mackay / Horizon Airport,57.38169861,-111.7009964,HZP
Ekati Airport,64.69889832,-110.6149979,YOA
Old Crow Airport,67.570602,-139.839005,YOC
CFB Cold Lake,54.40499878,-110.2789993,YOD
Oxford House Airport,54.9333,-95.2789,YOH
High Level Airport,58.62139893,-117.1650009,YOJ
Oshawa Executive Airport,43.922798,-78.894997,YOO
Rainbow Lake Airport,58.491402,-119.407997,YOP
Owen Sound / Billy Bishop Regional Airport,44.59030151,-80.83750153,YOS
Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,YOW
Prince Albert Glass Field,53.21419907,-105.6729965,YPA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.360838,-124.07547,YPC
Port Hawkesbury Airport,45.65670013,-61.36809921,YPS
Peace River Airport,56.226898,-117.446999,YPE
Portage-la-Prairie / Southport Airport,49.903099,-98.273817,YPG
Inukjuak Airport,58.471901,-78.076897,YPH
Pickle Lake Airport,51.44639969,-90.21420288,YPL
Pikangikum Airport,51.819698,-93.973297,YPM
Port-Menier Airport,49.836399,-64.288597,YPN
Peawanuck Airport,54.987932,-85.442648,YPO
Peterborough Municipal Airport,44.23,-78.363297,YPQ
Prince Rupert Airport,54.28609848,-130.4450073,YPR
Powell River Airport,49.83420181,-124.5,YPW
Puvirnituq Airport,60.050598,-77.286903,YPX
Fort Chipewyan Airport,58.76720047,-111.1169968,YPY
Burns Lake Airport,54.3764,-125.950996,YPZ
Muskoka Airport,44.975376,-79.306546,YQA
Quebec Jean Lesage International Airport,46.7911,-71.393303,YQB
The Pas Airport,53.97140121,-101.0910034,YQD
Red Deer Regional Airport,52.182201,-113.893997,YQF
Windsor Airport,42.27560043,-82.95559692,YQG
Watson Lake Airport,60.116839,-128.821993,YQH
Yarmouth Airport,43.82690048,-66.08809662,YQI
Kenora Airport,49.78829956,-94.36309814,YQK
Lethbridge County Airport,49.63029861,-112.8000031,YQL
Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,YQM
Nakina Airport,50.18280029,-86.6964035,YQN
Comox Valley Airport / CFB Comox,49.7108,-124.887001,YQQ
Regina International Airport,50.43190002,-104.6660004,YQR
St Thomas Municipal Airport,42.77000046,-81.1108017,YQS
Thunder Bay Airport,48.37189865,-89.32389832,YQT
Grande Prairie Airport,55.17969894,-118.8850021,YQU
Yorkton Municipal Airport,51.26470184,-102.461998,YQV
North Battleford Airport,52.769409,-108.243742,YQW
Gander International Airport / CFB Gander,48.936258,-54.567719,YQX
Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,YQY
Quesnel Airport,53.02610016,-122.5100021,YQZ
Rae Lakes Airport,64.116096,-117.309998,YRA
Resolute Bay Airport,74.71690369,-94.9693985,YRB
Rivière-du-Loup Airport,47.76440048,-69.58470154,YRI
Roberval Airport,48.519665,-72.265735,YRJ
Red Lake Airport,51.06689835,-93.79309845,YRL
Rocky Mountain House Airport,52.42969894,-114.9039993,YRM
Ottawa / Rockcliffe Airport,45.46030045,-75.64610291,YRO
Trois-Rivières Airport,46.35279846,-72.67939758,YRQ
Red Sucker Lake Airport,54.167198,-93.557198,YRS
Rankin Inlet Airport,62.81140137,-92.11579895,YRT
Revelstoke Airport,50.962245,-118.184258,YRV
Sudbury Airport,46.625,-80.79889679,YSB
Sherbrooke Airport,45.438599,-71.691399,YSC
Canadian Forces Base Suffield Heliport,50.276359,-111.180189,YSD
Squamish Airport,49.78170013,-123.1620026,YSE
Stony Rapids Airport,59.25030136,-105.8410034,YSF
Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,YSH
Saint John Airport,45.31610107,-65.89029694,YSJ
Sanikiluaq Airport,56.536891,-79.250221,YSK
Saint-Léonard Airport,47.157097,-67.836242,YSL
Fort Smith Airport,60.020302,-111.961998,YSM
Niagara District Airport,43.191598,-79.171686,YCM
Marathon Airport,48.75529861,-86.3443985,YSP
St. Theresa Point Airport,53.845261,-94.851966,YST
Summerside Airport,46.440601,-63.833599,YSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,71.993896,-125.242996,YSY
Pembroke Airport,45.86439896,-77.25170135,YTA
Cape Dorset Airport,64.230003,-76.526703,YTE
Alma Airport,48.5089,-71.641899,YTF
Thompson Airport,55.80110168,-97.86419678,YTH
Big Trout Lake Airport,53.817799,-89.896896,YTL
Tasiujaq Airport,58.667801,-69.955803,YTQ
CFB Trenton,44.1189003,-77.52809906,YTR
Timmins/Victor M. Power,48.56969833,-81.37670136,YTS
Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,YTZ
Tuktoyaktuk / James Gruben Airport,69.433296,-133.026001,YUB
Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,YUL
Naujaat Airport,66.521024,-86.225166,YUT
Hall Beach Airport,68.7761,-81.2425,YUX
Rouyn Noranda Airport,48.20610046,-78.83560181,YUY
Bonaventure Airport,48.071098,-65.460297,YVB
La Ronge Airport,55.15140152,-105.262001,YVC
Vermilion Airport,53.357714,-110.827388,YVG
Vernon Regional Airport,50.246163,-119.330963,YVE
Tommy Kochon Airport,67.02,-126.126,YCK
Qikiqtarjuaq Airport,67.54656,-64.03141,YVM
Val-d'Or Airport,48.05329895,-77.78279877,YVO
Kuujjuaq Airport,58.09609985,-68.42690277,YVP
Norman Wells Airport,65.28160095,-126.7979965,YVQ
Vancouver International Airport,49.19390106,-123.1839981,YVR
Buffalo Narrows Airport,55.84189987,-108.4179993,YVT
Wiarton Airport,44.7458,-81.107201,YVV
Deer Lake Airport,52.655613,-94.061208,YVZ
Petawawa Airport,45.95220184,-77.31919861,YWA
Winnipeg / James Armstrong Richardson International Airport,49.90999985,-97.23989868,YWG
Victoria Harbour Seaplane Base,48.423782,-123.37198,YWH
Déline Airport,65.211098,-123.435997,YWJ
Wabush Airport,52.9219017,-66.86440277,YWK
Williams Lake Airport,52.18310165,-122.0540009,YWL
Webequie Airport,52.959393,-87.374868,YWP
Wrigley Airport,63.20940018,-123.4369965,YWY
Cranbrook/Canadian Rockies International Airport,49.6108017,-115.7819977,YXC
